content,value
"Ambai was born in Tamil Nadu in 1944, and secured a Ph D from Jawaharlal Nehru University, Delhi. She started writing in the 1960s and through the 1970s and the 1980s as the only feminist writer in Tamil. She had to face the flak from the literary world, then predominantly upper class and male. “She bore the heat over two long decades, there was so much trash talk and belittling, comments. Nevertheless, she carried on, steadfastly, until the 90s maybe, when she had some company among feminist writers,” Mr. Sundaram explains. The inimitable Lakshmi Holmstrom translated her works for the world outside the Tamil tongue. In fact, Mr. Sundaram points out, other than Perumal Murugan, Ambai is perhaps the only other Tamil writer to have their entire oeuvre translated into English. Thanks to the translations, a larger world came to be introduced to her writings, the world of her characters, the spaces they inhabit, their lingo, their peculiar situations in life, the quotidian, always enlightened with perspective, and sometimes, an invariably sharp tongue. Ambai herself, reportedly, famously, told one of her editors of an anthology with ill-concealed annoyance at the typical slotting of women writers: there is no need to specify that I am a woman writer. She had a range of characters, well fleshed out within the short confines of the format she loved, knew well, and cherished — the short story. Be it the love-lorn demon Mahishan or Thangam Athai who never ‘blossomed’ as a woman, the daughter-in-law Minakshi who seeks an extension of the kitchen, even the intrepid investigator Sudha Gupta, her characters are flesh and blood; the women may have agency or not, but there’s an underpinning of quiet rebellion, understanding of social structure, a tacit agreement with feminist thought, and repeatedly, they question the gender order. ",1
"The application was later disposed of as the ED informed the court that it has no intention of shifting Mr. Singh to the lock-up of the Tughlak Road Police Station since the pest control work at the ED office’s lock-up is completed.Special judge Vikas Dhull, after noting the submission of the ED, disposed of the application of Mr. Singh as infructuous. “In the light of submissions made by the special counsel for the ED, the application filed by applicant/accused has become infructuous and stands disposed of accordingly,” the court ordered.Mr. Singh, in his application, had said that he was surprised that a premier investigative agency like the ED had only one lock-up. He said that when he resisted the attempt to shift him, he was made to sleep outside the lock-up and subjected to inhuman treatment, the application stated.Mr. Singh is under ED custody till October 10.",1
"NEW DELHI: TheIndian Air Force(IAF) on Sunday unveiled their new flag, aiming to better align with the values of its air warriors during theannual day paradeand flypast at Air Force Station Bamrauli, Prayagraj in Uttar PradeshThe unveiling of the new IAFEnsignwill be performed by Air Chief Marshal V R Chaudhari and featured the IAF Crest positioned in the upper right corner of the flag, near the fly sideAir Force Day commemorates the formal integration of the Indian IAF into the nation's armed forces, a historic event that took place on October 8, 1932This annual celebration is observed with the participation of the Chief of the Indian Air Force and its senior officersThe IAF initially emerged as a supporting arm of the United Kingdom's Royal Air Force in 1932, and it established its first operational squadron in 1933VR Chaudhari said during the unveiling, ""We need to understand the nuances of the evolving airpower setting the pace to preserve peace, if and when necessary to fight and win warsInnovation must become a part of our DNA, enabling us to easily adapt to emerging threats and challenges""Here are the highlights of the Air Force Parade:The unveiling of the new IAF Ensign was performed by Air Chief Marshal V R ChaudhariIt featured the IAF Crest positioned in the upper right corner of the flag, near the fly sideThe parade was the first to be led by a woman officer, Group Captain Shaliza Dhami, who is the first woman officer to command an IAF combat unitOnly the IAF Crest will be incorporated into the new IAF EnsignThis crest prominently features the national symbol, the Ashoka Lion, at the top, with the words ""Satyamev Jayate"" in Devanagari script below itBeneath the Ashoka Lion is a Himalayan eagle with outstretched wings, symbolizing the fighting spirit of the IAFEncircling the Himalayan eagle is a light blue ring with the words ""Bharatiya Vayu Sena""The IAF motto, derived from the Bhagavad Gita and meaning ""touching the sky with glory,"" is inscribed in golden Devanagari script below the Himalayan eagleThe IAF Ensign was presented to the Air Chief by four air warriorsAs the Air Chief unveiled the new Ensign, two drones lifted a large flag from behind a curtain wallThe new Ensign was then hoisted, while the previous version lowered, folded with full honors, and handed over to the Air ChiefIt will now become part of the exhibits at the Air Force MuseumThe parade also featured an all-women contingent consisting of the newly inducted Agniveer Vayu womenThese 31 women air warriors marched alongside their male counterparts",1
"Snubbed in 2011, skipper will be keen to get the best out of his players in pressure situations this time aroundCHENNAI:Rohit Sharmais 36He could easily have been a part of the 2011World Cupwinning side, butPiyush Chawla's inclusion as the spin cover scuttled the then 24-year old's hopesTwelve years down the line, the medal of a world champion keeps eluding him across formats, even though the fringe player of that era is now one of the most well-liked Indian captainsRead AlsoWorld Cup, India vs Australia: India start campaign against mighty AustraliaIndia captain Rohit Sharma considers the ODI World Cup as ""unfinished business""Despite the successes of the Indian cricket team in recent years, they have faced disappointments in T20 World Cups and ICC World Test Championship FinalsAhead of their opener against Australia, Sharma acknowledgedRohitknows, in all probability, this will be his last chance to win some ICC silverwareHe is well aware that the tag of the most successfulIPLcaptain will sound hollow if it is not backed by a World Cup trophyAnd the Mumbai cricketer concedes that desperation is bound to creep in for players who are at this late stage of their careers""In desperation, you can do so many things that can lead into so many other things, so, it's good to be desperate and hungryBut you've got to find that balance to stay desperate for scoring runs, lifting the trophy, winning games…it's that balance I am looking for,"" Rohit said during the course of a half-hour interaction with the media, where he sounded confident but not arrogant about India's chances""The seniors have so much experience, they know how to stay under the radar and keep doing things they are supposed to do""The format of this World Cup, where teams play each other once before a one-off semis, can be a bit cruel, as India found out the hard way in 2019A rampaging Indian side in the league stages might just have peaked a little too early before they crashed to a soul-crushing semi final lossIndia captain Rohit Sharma, a colossus in white-ball cricketRohit and his boys have tried to learn from the experience and not repeat the same mistakes they did in 2019The skipper insisted that it's important to go match by match""You have to think about tomorrow's match, deal with it and move forwardThere's no point looking too far ahead,"" Rohit addedBut after playing 16 years of international cricket, the right-hander knows that there will be situations when players will feel the pressureAnd in such situations he wants his players to show character""In difficult times, I want them to come up and say 'Okay, pressure is not leaving us, but I'm better off focusing on what I need to do for the team'We are supposed to handle pressure, it is part and parcel of playing cricket in India,"" Rohit saidIt's about his teammates taking a cue from their skipper and going ahead in this mission of making it a happy swansong for a fantastic generation",1
"HANGZHOU: Even before India entered its last day of competition at the 19thAsian Gameson October 7, confirmations for podium-finishes had ensured that the 100-medal mark would be accomplishedAnd it didn't take long to comeIn the early hours of Saturday in India, the women's kabaddi team's win over Chinese Taipei in the final became the breaking newsIt was the country's first three-figure mark on the medals tally in the 72-year history of the GamesRead AlsoAsian Games 2023 Medal Tally: Full list of India's medal winners in HangzhouIndia won a record 107 medals at the 19th Asian Games in Hangzhou, China, with 28 gold, 38 silver, and 41 bronze medalsThe Indian contingent's medal rush was led by track and field athletes and shooters, who won 29 and 22 medals respectivelyAthletics saw a rich haul of six gold, 14 silver, andIndia's historic Asian Games run culminates with 107 medals, including 28 goldIndian athletes touched the magical figure of 107 medals at the Asian Games with their blood, sweat and toil over the last fortnight to give the country an early Diwali gift, and a promise of a best-ever harvest at the 2024 Paris OlympicsAsian Games: 50 year age gap between India's oldest and youngest medallists in historic campaignRoller skating bronze medallist Sanjana Bathula and double squash bronze medallist Anahat Singh, both 15, have an age difference of just three monthsBut compared to 65-year-old Bridge silver medallist Jaggy Shivdasani, there is a full generation's gap between the trioHowever, the pedestal theyIn Jakarta five years ago, India's final medal count stood at 70, including 16 goldBy the time Indian action ended on Saturday, the number in Hangzhou reached 107, including 28 gold, 31 silver and 48 bronzeIn terms of position on the medals tally, the fourth-place finish here is India's third best, after No2 in Delhi 1951 and No3 in Jakarta 1962With a contingent of 655 athletes, which is India's largest ever to an Asiad, going past the Jakarta tally was on the cards, while reaching 100 was a touch and go until the track and field campaign provided the finishing touches to what shooting started, after the Games were declared open by China's president Xi Jinping on September 23But it wasn't a smooth start off the blocks back home, when the football squad kept going through last-minute additions and deletions, while the build-up of the equestrian and boxing campaigns faced legal challenges and the wrestlers didn't have the ideal preparation because of protests and court wranglingsUpon reaching China, the news around the Wushu athletes from Arunachal Pradesh facing visa and accreditation issues took a controversial turn and eventually three of them saw their Asian Games dreams endingChirag Shetty is Rafael Nadal, he never gives up: Satwiksairaj RankireddyIn contrast, there are smiles all around towards the end, as Saturday saw India winning the most gold medals on a single day of the competition since September 23The two gold medals from kabaddi men and women, one from men's cricket, two from archery and the historic badminton gold bySatwiksairaj RankireddyandChirag Shettyin men's doubles swelled India's tally from 22 to 28The loudest roars have come from athletics and shootingThe 22 medals won at the shooting ranges in Fuyang got India the start it was looking for, led by four medals each by rifle shooter Aishwary Pratap Singh Tomar and pistol shooter Esha SinghIt remained India's best sport in terms of delivering gold medals (7)The 29 track and field medals came like a desert storm, amid controversies where the Indian athletes, includingNeeraj Chopra, faced alleged bias by the Chinese officials, but the Olympic and world champion went on to successfully defend his 2018 men's javelin goldProud and happy to win three gold medals for India: Archer Ojas Pravin DeotaleIn total, athletics added 6 gold to India's tallyArchery was the next best with 5 gold and 9 medals in totalFrom September 24 to October 7, each day saw India winning multiple medalsOf the 107 medals in total, 52 have been won by men and 46 by women, while 9 came in the mixed eventsAmong the 34 Indian athletes who won multiple medals, shooters Aishwary and Esha topped the list with four medals eachBut if one takes only the gold medals into the equation, then archers Jyothi Surekha Vennam and Ojas Pravin Deotale come out as the most successful Indian athletes with three gold eachThere have been historic firsts as well as some heartwarming featsThe team dressage gold was the first ever for India in Asian Games, just like Satwik-Chirag's top-place finish in badminton, rifle shooter Sift Kaur Samra's gold with a world record in the women's 50m 3 Positions final, Eabad Ali's windsurfing bronze and the women's doubles table tennis bronze by Sutirtha Mukherjee and Ayhika Mukherjee after a stunning win over the reigning world championsHS Prannoy ended a 41-year wait for badminton to have an Asian Games men's singles medallist, with Syed Modi being the last with his third-place finish in 1982Kishore Jena finishing behind Neeraj Chopra for men's javelin silver booked him a Paris Olympics ticket, just like the men's hockey team that qualified for the Olympics with a 5-1 win over Japan in the finalSquash greatSaurav Ghosal's sixth Asian Games appearance was possibly his last, but ended with a dream unfulfilled when he lost in the men's singles final after leading the men's team to goldThere was disappointment for Tokyo Olympics bronze medallist wrestler Bajrang Punia, who returned empty handedAnd the women's hockey team missed qualification for the Olympics, settling for a bronze medal in the endThe 15-year-old teenagers Anahat Singh, who won two bronze medals in women's team and mixed doubles squash events, and roller-skater Sanjana Bathula, who won a bronze in women's team relay, were on the other end of generation compared to India's oldest medallist of the event, the 65-year-old Bridge player Jaggy ShivdasaniShivdasani was part of the silver-medal winning men's Bridge team""Our Prime Minister's (Narendra Modi) mission is to make India a superpower in sportsThat's why there is so much exposure and incentives for the athletesThat's why results are comingSo I am sure 100% they will do a good job at the Paris Olympics,"" said the Indian Olympic Association president and legendary athlete PT UshaSome of the athletes have already flown home at the end of their respective campaigns, while the others will fly back after theClosing Ceremonyon October 8",1
"'We're now ajavelinpowerhouse like Germany, Finland and Czech'NEW DELHI: Among his several qualities,Neeraj Chopra's self-restraint is one worth admiring the mostThis virtue serves him well when the media bombards him with all kinds of queries including the ever-persistent one: ""When will you cross the 90m mark?""Neerajalways fields the questions with remarkable calmOn Saturday, after he returned to India from Hangzhou, having defended hisAsiadjavelin title, Neeraj answered the said question yet again: ""I had said earlier in the season that I want to finish off the 90m questionSo sorry I couldn't do itNow, I guess I have given you the chance to ask me again about it in the next year""""Since 2018, it was a possibility to cross 90mAt theAsian Games(in 2018), I threw 8806m, then I had an injury in 2019, then Covid happened but I managed to qualify for theOlympicsIn 2021 also, I had good preparationIn 2022 and 2023 also I threw close with 88s and 89sSo I don't know, I am also waiting for thatThe 90m is not impossible because if I am getting close, I can go beyond 90m, may be 92m or 93mNow I am consistent at one score, so my main focus will be to first cross the 90-mark and then stay consistent in that score,"" he addedNeeraj Chopra explains the controversy over his first throw as he defends Asian Games goldNeeraj may have won all the titles that the sport has to offer at a relatively young age of 25, but feels there is more to him""I am happy that I pushed myself (at the Asian Games) and ended with a season-best effortBut it also made me wonder if I were fit and 100 percent in my technique then how far could I have thrownSo I have to find how I can achieve my full potential, because I feel I am still a lot away from that,"" he saidThe Asian Games javelin final also saw another Indian sharing the spotlight with NeerajKishore Jena broke his personal best twice to finish secondJena's performance was another proof of India's growing stature in javelinA month back, Neeraj, Jena and DP Manu had finished in the top 6 in theWorld Athleticsin Budapest""I always dreamt that like how the Germans, Czech or Finnish javelin throwers have dominated the sport, we (Indians) should also have three-four world class throwers who can win medals for the country at any big competitionIt feels good that we are now dominating the sport,"" Neeraj said""I am usually the only Indian on the podium and it was so good to have Kishore alongside at the Asian GamesHopefully, one day we will have three Indians on the podiumUska alag hi maza hoga""On the officiating fiasco that happened during the javelin final, Chopra didn't mince words and said it reflected badly on China""There were many things which happened to us (during the event)China has hosted some big events like Olympics,World Championshipsand Asian Games and I think it will have some negative effect on them because World Athletics must have taken notice of it,"" Neeraj said""At least 15 to 20 minutes were lost while talking to the officialsI had warmed up, so my body had gone coldWhen you are in a zone and such things happen, it can take away your focus""",1
"Rohit SharmasaysWorld Cupis 'unfinished business'CHENNAI: The last decade will be remembered as the era of Indian cricket, when the team became an absolute superpower across formatsBut every great generation in sport, at the end of the day, gets judged by that one piece of silverware - the World CupSachin Tendulkarhad to wait 22 years to reach the promised land in 2011So did Leo Messi's Argentina, as a decade of final failures was forgotten in a moment on that magical night in Qatar last DecemberThese two geniuses will always be remembered as players who departed with no ""unfinished business""It is precisely this sense of ""unfinished business"" that drives Rohit Sharma's golden generationThe failures at the business ends of T20 World Cups and ICC World Test Championship Finals have added to the sense of disappointment, but the ODI World Cup is still probably the 'Kohinoor' that every powerhouse wants in its cabinet""The ODI World Cup is hugely important to meAnd yes, it is unfinished business, even the great man, you know who he is, will tell you,"" Rohit said, referring to Tendulkar, on the eve of their opener against a mighty Australia on SaturdayWill Hardik Pandya click as an 'overall' all-rounder in 2023 World Cup?Thirty-six years ago, when India played their first World Cup match at home at the same Chepauk, it was Australia who beat them by one run to start their winning run, which ended with the trophySince then, the Aussies have always been dominant at Chepauk, winning five of the six matches they have played at the venueIt includes two wins out of three against India, the most recent coming in March earlier this year, which gave Australia the series""We remember that game well and know exactly where we went wrongWe will try to address those issues,"" Rohit said before a batting stint at the practice nets under the blazing Chennai sunIt's not that the team doesn't have a few things to be worried aboutWhile the pressure of winning a home World Cup plays like a broken record all the time, dynamic opener Shubman Gill's likely unavailability due to fever is a huge blow""He is not 100 % ruled out, but we want to give him the time to get fit,"" Rohit said, all but conceding that the Punjab stylist won't be there on SundayIt means left-hander Ishan Kishan will take Gill's place while the middle order will be manned by Virat Kohli, Shreyas Iyer, KL Rahul,Hardik PandyaandRavindra JadejaWhile Pandya doubles up as the third pacer withJasprit BumrahandMohammed Siraj, Rohit said he sees the allrounder as more than just a back-up optionWill the ODI World Cup set Shubman Gill on the path to greatness?""As far as I am concerned, he is a proper pace bowlerWith him being there, it allows us to play three spinners (R Ashwin, Jadeja and Kuldeep Yadav),"" said RohitIt is this magnificent spin attack which has all the variety in the world that gives India a slight edge at Chepauk, where 280 tends to be a winning scoreAustralia, on the other hand, interpret the same conditions in a completely different vein-playing with three pacers inPat Cummins, Josh Hazlewood andMitchell Starc, leggie Adam Zampa being the lone specialist spinnerGlenn Maxwell, though, is considered by the Australians as a ""proper spinner"" who can come good both with bat and ballBut the five-time world champions will miss allrounderMarcus Stoinis, who is ruled out with a hamstring injuryCameron Green, a hard-hitting allrounder with enough experience of playing in India, is likely to be his replacementTaking everything into consideration, it's probably the first match of this World Cup where the two teams are absolutely evenly matchedTheir journey starts here, but these are sides which will aspire to play each other one more time during the course of the tournamentSunday will offer fair indication of whether they indeed will",1
"CHENNAI: A medical shop employee with a monthly salary of ₹15,000 on Saturday morning transferred ₹2,000 to friend and then almost swooned in shock on seeing the subsequent SMSThe message showed his balance at a little more than ₹753 croreHe had a balance of ₹3,000 until thenThe euphoria forMohammad Idris, however, lasted only a few hours before officials of theKotak Mahindra Bankbranch inTeynampet, where he has an account, froze it, saying the erroneous deposit was due to a technical glitchThis is the third such incident in the state in the past month after a Chennai cab driver received ₹9,000 crore from TMB bank on September 17 and a Thanjavur resident received ₹750 crore on October 5Police saidIdris, 30, a native of Tirunelveli district who lives on Eldams Road in Teynampet and works in a pharmacy in the neighbourhood, received a text message on his cell phone saying ₹753,48,35,17948 crore had been deposited in his Kotak Mahindra bank accoun through UPI refno327978269730He immediately contacted the bank but said the officials did not respond properlyA few hours later, the bank blocked his accountIdris, who met reporters in the afternoon, said the bank branch officials had not given a proper explanation and that he planned to take legal actionA Kotak Mahindra Bank spokesperson said a glitch in the SMS messaging caused the error""The incorrect account balance is reflected only in the message and not in the accountWe wish to confirm that the customer's account was not blocked,"" he said, adding that a team was working on rectifying the errorThe bank regrets the inconvenience caused, he said",1
"The town of Reading, Pennsylvania, has finally laid to rest its most enigmatic resident – amummified manknown as ""Stoneman Willie""'In recent days, crowds of curious onlookers gathered to pay their respects, capture photographs, or simply marvel at a scene that is unlikely to ever be repeated in theUnited StatesThe story of ""Stoneman Willie"" dates back to 1895 when an alleged thief, who had given a false name, passed away in jailRead Also'Accidental' mummy to be laid to rest after 128 yearsAfter being on display for 128 years, the mummified body of a Pennsylvania man known as ""Stoneman Willie"" will finally be buried on October 7The man, who died in 1895, was accidentally mummified during embalming experiments and has been displayed at a funeral home ever sinceHis body went unclaimed and was taken to the Theo CAuman Funeral Home, where a bizarre turn of events unfolded – he was accidentally mummified by the undertakers""Fast forward 128 years, and he's still here,"" the report by AP quotedKyle Blankenbiller, the funeral home director, ahead of theburialDuring the interment ceremony, a crowd gathered under overcast skies, encircling Willie's black tombstone at a local cemetery to bid their final farewellHowever according to the report, Willie's true identity was unveiled during the ceremonyHe was revealed to have been named James Murphy, and his gravestone now bears both names, with his real name in small print at the bottom",1
"Mumbai may be one of the best addresses for sickly newborns or extremelypremature babieswho weigh around 1kg at birthWhile 12 newborns aged one to three days were among the 24 who died in a 24-hour span in the state-runNanded hospitallast week, even the city's public hospitals - often poorly equipped as compared to private sector hospitals - boast of a survivor rate of 90%Read Also40 kids under age of 1 die every day in MaharashtraApproximately 40 infants under the age of one die every day in Maharashtra, with two-thirds of these deaths occurring in newborns less than a month oldPrematurity, low birth weight, and respiratory distress are the leading causes of neonatal deathThe rise in hospital deliveries, without aNanded hospital dean, doctor booked for death of woman, newbornThe dean and the paediatric head of Dr Shankarrao Chavan GMCH in Nanded have been booked for culpable homicide in connection with the deaths of a woman and her newbornThe accused are alleged to have failed to provide necessary medicines and treatment, resulting in the deathsThe father of the""In most civic body-run hospitals in the city, almost 90% of the admitted neonates go homeEven babies who weighed around 750gm or 800gm at birth do well,"" said Dr Jayashree Mondkar, former dean of BMC-run Sion Hospital and head of neonatologyShe said the availability of warmers, pulmonary surfactant to treat respiratory distress in preterm babies, and nurses and doctors ensures that preterm babies get a fighting chanceInprivate hospitals, which have more sophisticated machinery and round-the-clock nursing and doctor care, even the tiniest born between 23 weeks and 28 weeks of pregnancy - called extremely preterm babies - can surviveConsider Surya Hospital in Santacruz, where 66% of the 25-weekers born between 2012 and 2022 were discharged""Children born at 23 weeks are extremely fragile, but we have had 30% survivorship in this group, too,"" said neonatologist Dr Nandkishor KabraDr Kabra's team is among the handful of centres in the country that have handled close to 1,000 extremely preterm babies in the last decade since neonatology emerged as a crucial specialty""Between 2012 and 2022, we handled 895 preterm deliveries of 23-28 weeksAround 70% of the children survived,"" he saidA research study published by AIIMS, New Delhi, in the peer-reviewed 'Journal of Perinatology' in January 2020, showed that 62% of the children born in the hospital between 2013 and 2018 at 28 weeks of pregnancy weighing 800gm had survivedDr Kabra said extremely premature babies survived at Surya Hospital because of a five-point formula that includes treating the pregnant woman who is on the verge of a preterm birth with specific medicines""We need a trained neonatal team to attend the delivery, then provide breathing apparatus for the newborn immediately after birth,"" he saidCare has to be taken to transfer the child to the NICU in the safest and warm manner""In the NICU, nursing support and doctors should be provided round the clockStrict infection control practices and use of human milk banking are the other keys,"" he saidThe term premature describes babies born within 37 weeks of pregnancy; while those born between 28 weeks and 37 weeks of pregnancy have a good chance of survival, the challenge is in reviving those born between 23 weeks and 28 weeks""Most of these children need close monitoringThey are born with a premature heart, lungs, kidneys and liver, and can't breathe normally or handle normal nutritionThey need warmth, fluid intake should be right and infection control to survive,"" said a doctor from a state government-run hospitalMany government hospitals in rural settings such as Nanded, which is 70% rural as per the last Census of 2011, have inadequate medicines and staff""Moreover, most of those taken in aren't even neonatology specialistsIn most places, paediatricians with some short-term fellowship in neonatology (as against DM neonatology) are employed,"" said the doctorNeonatology ICUs ""exist"" in many hospitals because it's a prerequisite for running a medical college as per the National Medical Commission, but adequate care is not taken to equip them wellMaharashtra: 24 deaths, including 12 newborns, at Nanded Civil Hospital, opposition demands probeDr Mondkar, however, refused to take a dim view of things""In the last 12-15 years, the government has set up SNCUs (special newborn care units) across the country to ensure that premature babies get care,"" she saidAccording to an article in the latest issue of reputable medical journal The Lancet, almost a fifth of the world's prematurely born babies are from IndiaIt said over 34 lakh children were born prematurely in India in 2020As prematurity increases the risk of disability or death, the government has set up SNCUs across the countryIn Maharashtra, there were 29 SNCUs-which are a basic form of NICU called level 1 or 2 and can be managed by paediatricians instead of neonatologistsThe last government review showed that over 50% of these SNCUs in Maharashtra had adequate nursing and doctor care""The need of the hour is more NICU beds,"" said Dr MondkarThe combination of medicines, machines and medical personnel can make all the difference",1
"NEW DELHI:Isrois set to conduct an abort test of the crew escape system, a critical safety feature of theGaganyaanmission, by this month-endA senior Isro official said, “All vehicle systems have reached SriharikotaWe are getting ready for launch by the end of October”Giving an update on X on Saturday, Isro posted, “Preparations for theFlight Test VehicleAbort Mission-1 (TV-D1), which demonstrates the performance of the crew escape system (CES), are underway”""The TV-D1 is in the final stages of preparationRead AlsoISRO announces plans to commence unmanned flight tests for Gangayaan missionThe Indian Space Research Organisation (ISRO) has announced that it will begin unmanned flight tests for the Gaganyaan mission, with preparations for the Flight Test Vehicle Abort Mission-1 (TV-D1) currently underwayThe Crew Module (CM), which houses the astronauts, is in different stages ofThe test vehicle is a single-stage liquid rocket developed for the abort missionThe payloads consist of the crew module and crew escape systems (CES) with their fast-acting solid motors, along with CM fairing (CMF) and interface adaptersThis flight will simulate the abort condition during the ascent trajectory corresponding to a Mach number of 12 encountered in the Gaganyaan missionCES with CM will be separated from the test vehicle at an altitude of about 17 kmSubsequently, the abort sequence will be executed autonomously commencing with the separation of CES and deployment of the series of parachutes, finally culminating in the safe touchdown of CM in the sea, about 10 km from the coast of Sriharikota,” Isro said“The CM in this mission is extensively instrumented to capture the flight data for evaluation of the performance of various systemsThe module will be recovered after touchdown in the Bay of Bengal, using a dedicated vessel and diving team from the Indian Navy,” the space agency saidThe crew module (CM) is where Indian astronauts are contained in a pressurised Earth-like atmospheric condition during the Gaganyaan missionThe CM for the mission is in different stages of developmentFor the test vehicle abort mission-1 (TV-D1), the CM is an unpressurised version that has completed its integration and testingThis unpressurised CM version has to have an overall size and mass of actual Gaganyaan CMIt houses all the systems for the deceleration and recoveryWith its complete set of parachutes, recovery aids, actuation systems and pyrosThe avionics systems in CM are in a dual redundant mode configuration for navigation, sequencing, telemetry, instrumentation and power, the space agency saidThe CM after integration underwent various electrical testing at Isro’s facility in Bengaluru, including an acoustic test, and was dispatched to Sriharikota last August 13, the agency saidAt Sriharikota, it will undergo vibration tests and pre-integration with the crew escape system, before final integration to the test vehicle at the launchpadThe test vehicle mission with the CM is a significant milestone for the overall Gaganyaan programme as a near-complete system is integrated for a flight testThe success of this test flight will set the stage for the remaining qualification tests and unmanned missions, leading to the first Gaganyaan mission with astronautsIndian Air Force Reveals Gaganyaan Astronauts in New VideoWatchISRO advances Gaganyaan crew module development for abort test",1
"NEW DELHI: TheTerritorial Army(TA) has inducted its first batch ofMandarin-trained officersand posted them to forward areas along theLACin support of the regular Army's drive to enhance expertise in the Chinese language, Tibetology and the like amid the continuing military confrontation in eastern Ladakh""FiveChinese language interpreterswere inducted into the TA in August after an extensive selection process on the basis of Mandarin proficiency and officer-like-qualitiesRead AlsoReady with better tactics where we can't fight China's might: IAFThe IAF is ready with `better tactics and techniques’ to deal with challenges in places along the frontier where it cannot counter China’s `might or numbers’, even as the force plans to induct fighters, helicopters, missiles and radars worth Rs 25 to 3 lakh crore in the next seven to eight years to104 agniveers join Army, march through 'Antim Pag'AYODHYA: In a parade held at the Dogra Regimental Centre located at Ayodhya, 104 agniveers successfully passed out to join the Indian Army as part of Agnipath schemeIn the ceremonial parade led by agniveer Amit Chaudhary at the historic Jamedar Lala parade ground, the agniveers marched through theThey are now posted in forward areas to help in border personnel meetings with thePeople's Liberation Army(PLA),"" a source said on SaturdayThis move by the TA, which is based on a citizen soldiers' army concept and supports the regular armed forces, adds to the several measures being taken by the regular Army to address ""capability voids"" in Mandarin proficiency, Tibetology and ""advanced sector specialisations"" on China, as was earlier reported by TOIThe Army is already conducting various Mandarin courses in its Northern, Eastern and Central Commands, while the force has also tied up with different universities to impart training to its personnel in the languageThe TA, which celebrates its Raising Day on October 9, is also moving ahead to induct cyber security experts, with the first batch likely to join by the end of this yearAlaska: Indian and US armies soar in joint para jumps during Yudh Abhyas 2023",1
"SILIGURI: Twenty-nine bodies were retrieved on Saturday from different sections of the course of theTeesta riverin Sikkim, Jalpaiguri, Cooch Behar, and even BangladeshEight of the bodies were of Army personnel, taking the flood toll to 73Rescue operations remained suspended on Saturday due to bad weather at Lachen and Lachung in SikkimThe fuel crisis in the hill state has eased after the restoration of road connectivity between Singtam and Rangpo to allow the movement of petrol and diesel tankersRead AlsoNepal earthquake behind Sikkim disaster?NEW DELHI: Four earthquakes jolted Nepal in quick succession with tremors reverberating through parts of north India including Delhi-NCR on TuesdayScientists are now exploring whether the strong earthquake that struck Nepal is responsible for the south Lhonak lake outburst, which triggered a flash'Rain, warming of Lhonak glacier led to deadly flood'A team of scientists from the Wadia Institute of Himalayan Geology (WIHG) is collecting data on the Glacial Lake Outburst Flood (GLOF) in Sikkim, which caused at least 14 deathsThey believe that a combination of rainfall and warming of the Lhonak glacier led to the incidentThe glacial lake hasSikkim flood: Chief minister announces Rs 4 lakh ex-gratia to kin of deceased peopleSikkim Chief Minister, Prem Singh Tamang, announced an ex-gratia compensation of Rs 4 lakh for the families of those who died in the flash flood in the stateHe also provided immediate relief of Rs 2,000 to those in relief campsTamang assured affected families of the state government's efforts toA government order has restricted petrol pumps in Gangtok district from dispensing more than a maximum of 15 litres of petrol per vehiclePetrol pumps must also maintain buffer stocks for emergenciesDefence minister Rajnath Singh posted on X on Saturday: ""Deeply pained by the tragic loss of precious lives, including eight army personnel, in the recent flash floods arising out of glacial lake burst in SikkimOut of the 23 missing soldiers, one was rescued while the mortal remains of eight brave soldiers were recoveredTheir sacrifice, while being deployed in forward areas in the service of the nation, will not be forgottenSearch operations to rescue the remaining 14 soldiers and missing civilians are underway""The 23 soldiers had made an overnight transit halt at a vehicle parking area at Burdang, near Singtam, when it was hit by the flash flood, an Army update received in New Delhi saidApart from the one rescued soldier, the others were submerged in silt or swept away, it said, adding that up to 30 to 40 feet of silt and mud had been deposited thereA five-seater helicopter is being used to take 3,000 tourists stranded at Lachen and Lachung to ManganThe road between Naga and Tung - connecting Chungthang, Lachen and Lachung with Mangan - has been washed away""Due to adverse weather, we were unable to airlift all the people,"" said junior Union home minister Ajay Kumar MishraThe state and the Centre were working together towards restoration of NH 10, he addedBikash Basnet, press secretary to Sikkim CM Prem Singh Tamang, said 29 bodies were recovered, while 143 were still missingAs many as 2,565 people have been affected, 1,170 houses damaged, and 2,500 people rescued, he addedThe state government has set up 22 camps, sheltering 6,873 peopleThe spokesperson for Kundan Green Energy's 20MW Rabom Chu project at Jalipool, east Sikkim, Amit Chaudhary, said, ""As many as 150 workers of the company are stranded on the project site""Sikkim flash floods | 3rd Indian Reserve Batallion troops on their way to Mangan for rescue mission",1
